,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_portfolio_duration_fund,ths_jjzhjq_mkl_fund,ths_jjggbl_fund,ACEtype,Fundtype
3280,009483.OF,009483,鹏华普利债券A,鹏华基金,刘涛,混合债券型基金(一级),3194692169.13,1.4112297559512,1.4110282358187,129.0918048559,A,纯债基金
3308,009577.OF,009577,上银聚永益一年定开债券,上银基金,"许佳,楼昕宇",中长期纯债券型基金,5054651391.68,1.6959618967558,1.9709111364612,143.48014742951,,纯债基金
3309,009578.OF,009578,上银聚德益一年定开债券,上银基金,许佳,中长期纯债券型基金,5133318457.73,3.2871136463923,3.2861404423071,109.89751113619,,纯债基金
3311,009580.OF,009580,招商双债增强(LOF)D,招商基金,刘万锋,混合债券型基金(一级),7412691640.54,6.085029154051,6.5100913178699,129.02602954483,,纯债基金
3314,009583.OF,009583,淳厚安裕87个月定开债,淳厚基金,江文军,中长期纯债券型基金,7513404681.44,3.7004464623249,3.6991945627382,173.0598154171,,纯债基金
3317,009587.OF,009587,国寿安保瑞和纯债66个月定期开放债券,国寿安保基金,丁宇佳,中长期纯债券型基金,8153519445.17,2.1619173109793,2.1604871842086,151.11764871646,,纯债基金
3320,009599.OF,009599,嘉实致嘉纯债债券,嘉实基金,轩璇,中长期纯债券型基金,10557030397.19,0.65126592163423,0.65087092294151,117.71481741558,,纯债基金
3321,009600.OF,009600,嘉实安泽一年定期纯债债券,嘉实基金,"赵国英,王立芹",中长期纯债券型基金,5849756842.76,3.2473279880714,6.3976667676416,138.15039482987,,纯债基金
3330,009632.OF,009632,浦银安盛普嘉87个月定开债券A,浦银安盛基金,李羿,中长期纯债券型基金,8042752351.21,3.6333323764284,3.6309702546956,181.65581857101,A,纯债基金
3336,009643.OF,009643,嘉实致信一年定期纯债债券,嘉实基金,轩璇,中长期纯债券型基金,994167389.32,0.4138618027091,0.41318682644877,123.03786384169,,纯债基金
3337,009655.OF,009655,工银尊益中短债债券A,工银瑞信,谷衡,短期纯债券型基金,6805084071.24,1.630098555571,2.9676242488517,122.7127675889,A,纯债基金
3340,009666.OF,009666,兴全恒祥88个月定开债券,兴证全球基金,季伟杰,中长期纯债券型基金,8019504940.94,3.6849711507491,3.6828968824371,185.39429299207,,纯债基金
3347,009685.OF,009685,景顺长城景泰宝利一年定期开放纯债发起式,景顺长城基金,"何江波,赵天彤",中长期纯债券型基金,515001536.08,1.4154971730874,2.2680576604539,168.8221328732,,纯债基金
3351,009711.OF,009711,招商添盛78个月定开债,招商基金,黄晓婷,中长期纯债券型基金,8099437594.71,3.1124898521374,3.1109568269208,136.37117250664,,纯债基金
3358,009732.OF,009732,兴业稳泰66个月定开债券,兴业基金,唐丁祥,中长期纯债券型基金,8048523796.9,2.214255760616,2.2091798079507,161.74638367366,,纯债基金
3364,009749.OF,009749,西部利得尊泰86个月定开债券,西部利得基金,"刘心峰,李烨",中长期纯债券型基金,8370559171.08,3.6663162640452,3.6652525523016,173.65290361724,,纯债基金
3375,009770.OF,009770,英大安鑫66个月定期开放债券,英大基金,"易祺坤,张大铮",中长期纯债券型基金,8161935614.36,2.4519314071695,2.4513323269829,131.66436772698,,纯债基金
3383,009792.OF,009792,工银瑞益债券A,工银瑞信,张略钊,中长期纯债券型基金,736801598.92,0.42003529038699,1.9222234090556,100.06259679413,A,纯债基金
3385,009799.OF,009799,中银证券安汇三年定期开放债券,中银证券,"王玉玺,曹张琪",中长期纯债券型基金,8025944312.65,0.10304926613669,0.10256270973293,138.45498767672,,纯债基金
3388,009809.OF,009809,易方达恒智63个月定开债券发起式,易方达基金,藏海涛,中长期纯债券型基金,8064158626.01,2.0441025090425,2.0413748598948,156.07711767108,,纯债基金
3394,009831.OF,009831,长城稳利纯债A,长城基金,吴冰燕,中长期纯债券型基金,1092198102.97,2.1612749313416,2.1611185725529,100.06525019757,A,纯债基金
3402,009851.OF,009851,上银聚远盈42个月定开债券,上银基金,葛沁沁,中长期纯债券型基金,8548966767.08,0.4160108838758,0.41086085024676,138.55984622181,,纯债基金
3403,009866.OF,009866,永赢瑞宁87个月定开债,永赢基金,谢越,中长期纯债券型基金,8484222211.35,3.6880286197801,3.6882329337899,164.37565508873,,纯债基金
3412,009920.OF,009920,鹏华年年红一年持有期债券A,鹏华基金,刘涛,中长期纯债券型基金,4610945029.43,1.7311295585526,1.7306687448791,117.3448848337,A,纯债基金
3414,009922.OF,009922,华夏鼎富债券A,华夏基金,吴彬,中长期纯债券型基金,2091972447.22,2.0768741411833,2.0765025494484,120.11820584106,A,纯债基金
3417,009933.OF,009933,浦银安盛普华66个月定开债券A,浦银安盛基金,李羿,中长期纯债券型基金,8035256648.5,2.2065604369571,2.2061523589164,162.80351398511,A,纯债基金
3423,009953.OF,009953,华泰柏瑞锦乾债券,华泰柏瑞基金,罗远航,中长期纯债券型基金,2079895706.68,2.6117763900308,2.6114990917367,128.4234895986,,纯债基金
3432,010048.OF,010048,平安短债I,平安基金,欧阳亮,短期纯债券型基金,8647675245.86,0.63799162712555,1.0582315760355,130.88986326619,,纯债基金
3436,010083.OF,010083,中银欣享利率债,中银基金,"白洁,刘筱筠",中长期纯债券型基金,1886888876.16,1.5859261807092,1.5840989901483,119.23204840756,,纯债基金
3437,010084.OF,010084,蜂巢丰瑞债券A,蜂巢基金,李海涛,混合债券型基金(一级),2127287292.62,1.4143860553963,1.4140782762189,104.27663633425,A,纯债基金
3441,010092.OF,010092,永赢华嘉信用债A,永赢基金,"杨凡颖,曾琬云",中长期纯债券型基金,7420927070.85,1.8939005809406,2.8288740856285,118.70627823743,A,纯债基金
3455,010168.OF,010168,天弘安利短债A,天弘基金,"柴文婷,程仕湘,刘莹",短期纯债券型基金,9950337217.09,0.4159390200822,0.41595987593496,113.50248749351,A,纯债基金
3459,010191.OF,010191,华夏鼎信债券A,华夏基金,张海静,中长期纯债券型基金,2093018929.54,5.1854504351932,5.184422860485,129.24632133616,A,纯债基金
3464,010232.OF,010232,国寿安保泰安纯债债券,国寿安保基金,"丁宇佳,李谦",混合债券型基金(一级),3893083316.21,1.2225595992617,1.2220682872463,133.46898280149,,纯债基金
3474,010254.OF,010254,嘉实丰年一年定期纯债债券A,嘉实基金,轩璇,中长期纯债券型基金,2628020343.18,2.1809750826913,2.1811235253871,124.35918932634,A,纯债基金
3477,010258.OF,010258,淳厚稳悦A,淳厚基金,"张蕊,江文军",混合债券型基金(一级),304979571.19,2.8208403549249,2.8203228163819,111.21185530446,A,纯债基金
3505,010462.OF,010462,中信保诚嘉润66个月定开纯债,中信保诚基金,臧淑玲,中长期纯债券型基金,8393809883.36,2.6236829122057,2.6228508670533,148.42266192945,,纯债基金
3510,010471.OF,010471,易方达年年恒实纯债一年定期开放债券型发起式A,易方达基金,李一硕,中长期纯债券型基金,719620910.33,1.0375031255618,2.0717236371523,156.24267984714,A,纯债基金
3516,010477.OF,010477,景顺长城景泰益利纯债债券,景顺长城基金,彭成军,中长期纯债券型基金,5548446714.03,1.4485425786824,1.448412118058,138.91940044985,,纯债基金
3517,010479.OF,010479,鹏华丰颐债券,鹏华基金,"刘涛,张丽娟",中长期纯债券型基金,4206968851.28,2.102950681114,2.1020648699779,112.36593906042,,纯债基金
3518,010482.OF,010482,汇添富盛和66个月定开债,汇添富基金,杨靖,中长期纯债券型基金,8351161094.7,2.5880444838068,2.587178099537,148.97643076333,,纯债基金
3519,010485.OF,010485,中航瑞晨87个月定开债A,中航基金,茅勇峰,中长期纯债券型基金,8097418042.22,3.9869265640247,3.9866566219934,177.91042463346,A,纯债基金
3540,010580.OF,010580,长盛稳鑫63个月债券,长盛基金,王贵君,中长期纯债券型基金,8385745742.75,2.4009664783149,2.3988042276621,157.68302498441,,纯债基金
3550,010621.OF,010621,永赢泰宁63个月定开债,永赢基金,钱布克,中长期纯债券型基金,8292298974.67,2.4480006585264,2.4466954161255,167.39941198698,,纯债基金
3552,010627.OF,010627,淳厚安心87个月定开债,淳厚基金,"祁洁萍,江文军",中长期纯债券型基金,7832822198.520001,4.0537397113611,4.0534338307768,189.39983072759,,纯债基金
3556,010632.OF,010632,工银瑞达一年定开纯债债券发起式,工银瑞信,陈桂都,中长期纯债券型基金,2135298463.29,1.532777241749,2.1670004894886,118.68453999472,,纯债基金
3558,010634.OF,010634,天弘合益A,天弘基金,"潘昱杉,程明",中长期纯债券型基金,4121125124.47,1.1756829703453,1.6485052114624,104.09748101404,A,纯债基金
3560,010639.OF,010639,上银聚远鑫87个月定开债券,上银基金,葛沁沁,中长期纯债券型基金,8761134549.88,4.0898029056788,4.0871536154569,177.02382165792,,纯债基金
3563,010653.OF,010653,农银金玉债券,农银汇理基金,郭振宇,中长期纯债券型基金,1248321084.67,1.7287341204472,1.728401309147,136.96987828272,,纯债基金
3567,010753.OF,010753,招商招旭纯债D,招商基金,郭敏,中长期纯债券型基金,5765290357.47,2.5090105001105,2.5069247445125,116.94557559819,,纯债基金
3577,010836.OF,010836,国泰瑞泰纯债债券,国泰基金,刘嵩扬,中长期纯债券型基金,812436218.44,1.2187178411906,1.7120484555815,124.14305538798,,纯债基金
3590,010946.OF,010946,中银证券汇福定期开放债券,中银证券,"余亮,王玉玺",中长期纯债券型基金,5425144861.96,1.6819175849369,1.6808296382925,132.67171988177,,纯债基金
3598,010983.OF,010983,兴银汇泽87个月定开债券,兴银基金,"王深,范泰奇",中长期纯债券型基金,7624973600.65,3.9767184555979,3.9762555674599,189.43314169755,,纯债基金
3611,011067.OF,011067,财通资管鸿达纯债债券I,财通证券资管,"王珊,陈希希",中长期纯债券型基金,7059177489.48,0.81377633339872,2.6320807276541,109.01302689978,,纯债基金
3612,011079.OF,011079,嘉实致泓一年定期纯债债券,嘉实基金,王立芹,中长期纯债券型基金,1011258847.16,2.2137772486531,2.2136305079536,136.45107030561,,纯债基金
3613,011080.OF,011080,鹏华尊和一年定开发起式债券,鹏华基金,邓明明,中长期纯债券型基金,8515985488.48,2.2577122088213,4.3791228920758,116.59766042371,,纯债基金
3615,011088.OF,011088,景顺长城景泰恒利一年定开债券,景顺长城基金,彭成军,中长期纯债券型基金,4099334404.09,1.1512011887564,1.1499820468032,141.88553799653,,纯债基金
3635,011262.OF,011262,华夏鼎英债券A,华夏基金,张海静,中长期纯债券型基金,1007093074.2,4.7948201103562,4.7933491568568,118.82315889428,A,纯债基金
3639,011292.OF,011292,招商添裕纯债D,招商基金,"向霈,马龙",中长期纯债券型基金,5576010611.07,1.5399434183251,1.5389352499524,115.08877526165,,纯债基金
3640,011294.OF,011294,招商添逸1年定开债,招商基金,黄晓婷,中长期纯债券型基金,8084723539.75,0.96919494068734,0.96823547145808,135.40747865905,,纯债基金
3656,011529.OF,011529,上银慧兴盈债券,上银基金,葛沁沁,中长期纯债券型基金,1101221391.53,0.94276920752815,3.1474612424223,119.87861032429,,纯债基金
3658,011617.OF,011617,添富AAA级信用纯债E,汇添富基金,杨靖,中长期纯债券型基金,11982248288.75,0.79198574892583,0.79166868753331,125.86833772791,AAAE,纯债基金
3671,011655.OF,011655,天弘兴益一年定开,天弘基金,"程明,刘洋,潘昱杉",混合债券型基金(一级),5434377341.1,1.7072607131841,2.9021121725035,125.26598447932,,纯债基金
3681,011683.OF,011683,华夏鼎华一年定开债券,华夏基金,孙蕾,中长期纯债券型基金,1505499047.38,1.4490732828819,3.1512120481328,138.84526875708,,纯债基金
3682,011699.OF,011699,蜂巢丰华债券A,蜂巢基金,金之洁,混合债券型基金(一级),1052168969.46,1.5968414520035,1.5969911976481,137.36100537937,A,纯债基金
3684,011719.OF,011719,浦银安盛盛华一年定开债券,浦银安盛基金,曹治国,中长期纯债券型基金,6312339793.23,1.2686885706753,1.6585832078495,143.8186595889,,纯债基金
3691,011890.OF,011890,中金新璟3个月,中金基金,董珊珊,中长期纯债券型基金,1529299546.14,1.8836342862481,1.88381209124,136.35556428846,,纯债基金
3701,011943.OF,011943,工银瑞盛一年定开纯债债券发起式,工银瑞信,"李娜,王朔",中长期纯债券型基金,5433168646.62,1.7497789506725,1.748909631131,139.64230430892,,纯债基金
3703,011946.OF,011946,建信裕丰利率债三个月定期开放债券A,建信基金,刘思,中长期纯债券型基金,4124117441.11,2.3717429953845,2.3716163827838,118.23868286999,A,纯债基金
3707,011952.OF,011952,万家悦兴3个月定开债发起式,万家基金,"石东,周潜玮",中长期纯债券型基金,2754488828.32,2.2245768904657,2.2245218608634,100.04027367323,,纯债基金
3708,011953.OF,011953,招商招瑞纯债债券发起式D,招商基金,刘万锋,中长期纯债券型基金,1548279051.96,1.3681812371063,2.066008943791,127.45016291876,,纯债基金
3710,011955.OF,011955,招商招祥纯债D,招商基金,"马龙,王梓林",中长期纯债券型基金,8082899883.78,,,129.70166293372,,纯债基金
3711,011960.OF,011960,兴业嘉福一年定开债券发起式,兴业基金,冯小波,中长期纯债券型基金,8065178960.94,2.276488779184,3.2470420181723,141.2563441582,,纯债基金
3712,011961.OF,011961,易方达稳鑫30天滚动短债A,易方达基金,"李一硕,刘琬姝",短期纯债券型基金,1210337317.54,0.77200556851834,0.77120116014519,124.15497057252,A,纯债基金
3714,011968.OF,011968,农银金盛债券,农银汇理基金,郭振宇,中长期纯债券型基金,7833222706.21,1.6485153589299,1.6562526930903,134.41846471226,,纯债基金
3741,012101.OF,012101,中金金合,中金基金,董珊珊,混合债券型基金(一级),2051752812.1,0.61156912856742,0.61153836602549,119.44186760791,,纯债基金
3761,012229.OF,012229,华安众鑫90天滚动短债A,华安基金,"马晓璇,郑如熙",短期纯债券型基金,867325104.58,0.57987998071322,3.0359954013856,129.56543394004,A,纯债基金
3765,012242.OF,012242,华安添荣中短债A,华安基金,"郑如熙,鲍越愚",短期纯债券型基金,55635051.01,2.483044154627,2.4828810266693,123.55267433411,A,纯债基金
3768,012265.OF,012265,天弘安怡30天滚动持有短债发起式,天弘基金,"王昌俊,程仕湘",短期纯债券型基金,4809294445.04,0.70665621978882,0.70684041335756,115.58377773486,,纯债基金
3771,012273.OF,012273,富国汇鑫金融债三个月定期开放债券A,富国基金,"朱梦娜,朱征星",中长期纯债券型基金,4813014276.06,1.9399469850164,1.939522076728,151.70473483256,A,纯债基金
3773,012279.OF,012279,嘉实稳和6个月持有期纯债债券A,嘉实基金,王亚洲,中长期纯债券型基金,11955566617.6,1.8994303519371,4.8992766187719,109.34976313238,A,纯债基金
3777,012290.OF,012290,国联恒益纯债A,国联基金,石霄蒙,中长期纯债券型基金,1009297938.76,1.4636625545404,1.4634186584921,137.01117226881,A,纯债基金
3792,012352.OF,012352,英大通惠多利债券A,英大基金,"易祺坤,韩坪",中长期纯债券型基金,1056096156.04,0.42821916870095,1.4046136361041,100.05038381467,A,纯债基金
3794,012356.OF,012356,浦银安盛季季鑫90天滚动持有短债A,浦银安盛基金,曹治国,短期纯债券型基金,1835556745.22,0.79573211539716,0.77801739835361,139.04951218787,A,纯债基金
3802,012395.OF,012395,兴业60天滚动持有短债A,兴业基金,刘禹含,短期纯债券型基金,2346314219.35,0.38607565106209,0.38294090875702,130.25973058999,A,纯债基金
3819,012451.OF,012451,国寿安保安恒金融债债券,国寿安保基金,李一鸣,中长期纯债券型基金,1107241535.44,1.2380209649616,1.2372839957712,130.33752995244,,纯债基金
3820,012452.OF,012452,国泰利优30天滚动持有短债债券A,国泰基金,陶然,短期纯债券型基金,6439305346.73,0.44614325898371,1.4425064899637,109.46147195333,A,纯债基金
