,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_found_years_fund
985,010119.OF,010119,天弘多元收益C,天弘基金,杜广,混合债券型基金(二级),8717985138.13,2.9205479452055
986,010139.OF,010139,宝盈盈沛纯债A,宝盈基金,胡世辉,中长期纯债券型基金,2073816.86,2.786301369863
987,010140.OF,010140,宝盈盈沛纯债C,宝盈基金,胡世辉,中长期纯债券型基金,2073816.86,2.786301369863
988,010145.OF,010145,格林中短债A,格林基金,"李玉杰,高洁",短期纯债券型基金,1914871408.08,2.9232876712329
989,010146.OF,010146,格林中短债C,格林基金,"李玉杰,高洁",短期纯债券型基金,1914871408.08,2.9232876712329
990,010165.OF,010165,太平丰和一年定开债券发起式,太平基金,"赵超,陈晓",混合债券型基金(二级),5440079101.8,3.0356164383562
991,010168.OF,010168,天弘安利短债A,天弘基金,"柴文婷,程仕湘,刘莹",短期纯债券型基金,7667663245.89,2.8493150684932
992,010169.OF,010169,天弘安利短债C,天弘基金,"程仕湘,刘莹,柴文婷",短期纯债券型基金,7667663245.89,2.8493150684932
993,010174.OF,010174,英大智享债券A,英大基金,"易祺坤,张大铮",混合债券型基金(二级),115075776.66,2.7698630136986
994,010175.OF,010175,英大智享债券C,英大基金,"张大铮,易祺坤",混合债券型基金(二级),115075776.66,2.7698630136986
995,010191.OF,010191,华夏鼎信债券A,华夏基金,张海静,中长期纯债券型基金,2107951848.94,2.7178082191781
996,010192.OF,010192,华夏鼎信债券C,华夏基金,张海静,中长期纯债券型基金,2107951848.94,2.7178082191781
997,010223.OF,010223,博时双季享持有期债券A,博时基金,李禹成,中长期纯债券型基金,69794883.23,2.9643835616438
998,010226.OF,010226,博时双季享持有期债券B,博时基金,李禹成,中长期纯债券型基金,69794883.23,2.9643835616438
999,010227.OF,010227,博时双季享持有期债券C,博时基金,李禹成,中长期纯债券型基金,69794883.23,2.9643835616438
0,010232.OF,010232,国寿安保泰安纯债债券,国寿安保基金,"丁宇佳,李谦",混合债券型基金(一级),6624257804.97,2.7890410958904
1,010233.OF,010233,农银金润定开债券,农银汇理基金,马逸钧,中长期纯债券型基金,2168793371.1,2.7178082191781
2,010240.OF,010240,平安季季享3个月持有债券A,平安基金,张恒,混合债券型基金(一级),816629839.09,2.5397260273973
3,010241.OF,010241,平安季季享3个月持有债券C,平安基金,张恒,混合债券型基金(一级),816629839.09,2.5397260273973
4,010247.OF,010247,惠升和泰纯债A,惠升基金,卓勇,中长期纯债券型基金,1026843561.99,2.5369863013699
5,010248.OF,010248,惠升和泰纯债C,惠升基金,卓勇,中长期纯债券型基金,1026843561.99,2.5369863013699
6,010249.OF,010249,国金惠诚A,国金基金,"于涛,杜哲",混合债券型基金(二级),53620743.41,2.4630136986301
7,010250.OF,010250,国金惠诚C,国金基金,"于涛,杜哲",混合债券型基金(二级),53620743.41,2.4630136986301
8,010251.OF,010251,长江安享纯债18个月定开A,长江资管,漆志伟,中长期纯债券型基金,354801785.77,2.7890410958904
9,010252.OF,010252,长江安享纯债18个月定开C,长江资管,漆志伟,中长期纯债券型基金,354801785.77,2.7890410958904
10,010254.OF,010254,嘉实丰年一年定期纯债债券A,嘉实基金,轩璇,中长期纯债券型基金,1270210117.1,2.3150684931507
11,010255.OF,010255,嘉实丰年一年定期纯债债券C,嘉实基金,轩璇,中长期纯债券型基金,1270210117.1,2.3150684931507
12,010256.OF,010256,农银汇理金汇债券C,农银汇理基金,马逸钧,短期纯债券型基金,1341693327.03,2.2493150684932
13,010258.OF,010258,淳厚稳悦A,淳厚基金,"张蕊,江文军",混合债券型基金(一级),306335647.3,2.3260273972603
14,010259.OF,010259,淳厚稳悦C,淳厚基金,"江文军,张蕊",混合债券型基金(一级),306335647.3,2.3260273972603
15,010260.OF,010260,海富通策略收益债券A,海富通基金,"江勇,夏妍妍",混合债券型基金(二级),51194786.81,2.3260273972603
16,010261.OF,010261,海富通策略收益债券C,海富通基金,"江勇,夏妍妍",混合债券型基金(二级),51194786.81,2.3260273972603
17,010262.OF,010262,海富通中债1-3年农发A,海富通基金,方昆明,被动指数型债券基金,1110653614.03,2.4630136986301
18,010263.OF,010263,海富通中债1-3年农发C,海富通基金,方昆明,被动指数型债券基金,1110653614.03,2.4630136986301
19,010270.OF,010270,汇安嘉盈一年持有期债券C,汇安基金,杨坤河,混合债券型基金(二级),20472874.58,2.6575342465753
20,010278.OF,010278,南华瑞泰39个月定开A,南华基金,何林泽,中长期纯债券型基金,2631972038.17,2.5178082191781
21,010279.OF,010279,南华瑞泰39个月定开C,南华基金,何林泽,中长期纯债券型基金,2631972038.17,2.5178082191781
22,010294.OF,010294,红塔红土盛兴39个月定期开放债券A,红塔基金,陈纪靖,中长期纯债券型基金,2155467425.79,2.6493150684932
23,010295.OF,010295,红塔红土盛兴39个月定期开放债券C,红塔基金,陈纪靖,中长期纯债券型基金,2155467425.79,2.6493150684932
24,010309.OF,010309,德邦锐裕利率债债券A,德邦基金,"丁孙楠,欧阳帆",中长期纯债券型基金,56922187.75,2.7753424657534
25,010310.OF,010310,德邦锐裕利率债债券C,德邦基金,"丁孙楠,欧阳帆",中长期纯债券型基金,56922187.75,2.7753424657534
26,010324.OF,010324,广发招财短债E,广发基金,方抗,短期纯债券型基金,137869207.04,2.9561643835616
27,010353.OF,010353,南方崇元纯债债券A,南方基金,杜才超,中长期纯债券型基金,780539054.85,2.5013698630137
28,010354.OF,010354,南方崇元纯债债券C,南方基金,杜才超,中长期纯债券型基金,780539054.85,2.5013698630137
29,010397.OF,010397,中加瑞合纯债债券,中加基金,李子家,中长期纯债券型基金,3152853862.53,2.8465753424658
30,010406.OF,010406,安信中债1-3年政金债A,安信基金,"王涛,魏晓菲",被动指数型债券基金,899680498.34,2.8465753424658
31,010407.OF,010407,安信中债1-3年政金债C,安信基金,"王涛,魏晓菲",被动指数型债券基金,899680498.34,2.8465753424658
32,010430.OF,010430,招商安阳债券A,招商基金,"蔡振,尹晓红",混合债券型基金(二级),1900217082.72,2.9041095890411
33,010431.OF,010431,招商安阳债券C,招商基金,"尹晓红,蔡振",混合债券型基金(二级),1900217082.72,2.9041095890411
34,010435.OF,010435,富国双债增强债券A,富国基金,俞晓斌,混合债券型基金(二级),7898675132.770001,2.8657534246575
35,010436.OF,010436,富国双债增强债券C,富国基金,俞晓斌,混合债券型基金(二级),7898675132.770001,2.8657534246575
36,010440.OF,010440,诺德安鸿,诺德基金,"赵滔滔,景辉",中长期纯债券型基金,1108460237.07,2.7068493150685
37,010449.OF,010449,广发恒悦债券A,广发基金,"谭昌杰,姚秋",混合债券型基金(二级),1004190830.78,2.8493150684932
38,010450.OF,010450,广发恒悦债券C,广发基金,"谭昌杰,姚秋",混合债券型基金(二级),1004190830.78,2.8493150684932
39,010451.OF,010451,广发恒悦债券E,广发基金,"姚秋,谭昌杰",混合债券型基金(二级),1004190830.78,2.8493150684932
40,010459.OF,010459,鑫元乾利债券,鑫元基金,黄轩,中长期纯债券型基金,60051658.34,2.8109589041096
41,010462.OF,010462,中信保诚嘉润66个月定开纯债,中信保诚基金,"臧淑玲,顾飞辰",中长期纯债券型基金,8476448643.270001,2.8876712328767
42,010463.OF,010463,鹏扬淳稳66个月定开债A,鹏扬基金,陈钟闻,混合债券型基金(二级),8089250581.18,2.9205479452055
43,010464.OF,010464,鹏扬淳稳66个月定开债C,鹏扬基金,陈钟闻,混合债券型基金(二级),8089250581.18,2.9205479452055
44,010467.OF,010467,华安锦溶0-5年金融债定开债,华安基金,"鲍越愚,周舒展",中长期纯债券型基金,1437907144.56,2.572602739726
45,010468.OF,010468,国富恒博63个月定期开放债券,国海富兰克林基金,沈竹熙,中长期纯债券型基金,8258352809.73,2.8630136986301
46,010471.OF,010471,易方达年年恒实纯债一年定期开放债券型发起式A,易方达基金,李一硕,中长期纯债券型基金,723096183.29,2.7315068493151
47,010472.OF,010472,易方达年年恒实纯债一年定期开放债券型发起式C,易方达基金,李一硕,中长期纯债券型基金,723096183.29,2.7315068493151
48,010473.OF,010473,华富安华债券A,华富基金,尹培俊,混合债券型基金(二级),1940108398.76,2.6712328767123
49,010474.OF,010474,华富安华债券C,华富基金,尹培俊,混合债券型基金(二级),1940108398.76,2.6712328767123
50,010475.OF,010475,摩根安享回报一年持有期债券A,摩根资产管理,"杨鹏,王娟,陈圆明",混合债券型基金(二级),62119681.47,2.641095890411
51,010476.OF,010476,太平恒久纯债,太平基金,吴超,中长期纯债券型基金,836681856.16,2.8821917808219
52,010477.OF,010477,景顺长城景泰益利纯债债券,景顺长城基金,彭成军,中长期纯债券型基金,5859964631.520001,2.6986301369863
53,010479.OF,010479,鹏华丰颐债券,鹏华基金,"刘涛,张丽娟",中长期纯债券型基金,4227915829.96,2.8986301369863
54,010482.OF,010482,汇添富盛和66个月定开债,汇添富基金,杨靖,中长期纯债券型基金,8347325684.73,2.8986301369863
55,010485.OF,010485,中航瑞晨87个月定开债A,中航基金,茅勇峰,中长期纯债券型基金,8108241183.45,2.8520547945205
56,010486.OF,010486,中航瑞晨87个月定开债C,中航基金,茅勇峰,中长期纯债券型基金,8108241183.45,2.8520547945205
57,010497.OF,010497,光大保德信中债1-5年政策性金融债A,光大保德信基金,邹强,被动指数型债券基金,138381009.82,2.7945205479452
58,010501.OF,010501,中泰青月安盈66个月定开债,中泰证券(上海),"王瑞,蔡凤仪",中长期纯债券型基金,8058105480.28,2.8520547945205
59,010502.OF,010502,财通裕泰87个月定开债券,财通基金,张婉玉,中长期纯债券型基金,8301839943.62,2.8849315068493
60,010507.OF,010507,招商添锦1年定开债发起式,招商基金,王闯,中长期纯债券型基金,3727702523.76,2.7835616438356
61,010509.OF,010509,中银彭博政策性银行债券1-5年指数,中银基金,田原,被动指数型债券基金,2983397699.56,2.5561643835616
62,010510.OF,010510,工银14天理财债券发起C,工银瑞信,李娜,短期纯债券型基金,325555825.14,2.8904109589041
63,010512.OF,010512,工银瑞信7天理财债券C,工银瑞信,"杨哲,姚璐伟",短期纯债券型基金,1330983667.82,2.8904109589041
64,010513.OF,010513,淳厚益加债券A,淳厚基金,"薛莉丽,祁洁萍",混合债券型基金(二级),2693419582.89,2.7506849315068
65,010514.OF,010514,淳厚益加债券C,淳厚基金,"薛莉丽,祁洁萍",混合债券型基金(二级),2693419582.89,2.7506849315068
66,010516.OF,010516,嘉合中债-1-3年政金债指数A,嘉合基金,"叶平,季慧娟",被动指数型债券基金,26968927.07,2.4630136986301
67,010517.OF,010517,嘉合中债-1-3年政金债指数C,嘉合基金,"叶平,季慧娟",被动指数型债券基金,26968927.07,2.4630136986301
68,010527.OF,010527,景顺长城景泰优利一年定开债券,景顺长城基金,赵天彤,中长期纯债券型基金,1017568074.29,2.1178082191781
69,010529.OF,010529,广发中债1-5年国开债指数A,广发基金,"赵子良,洪志",被动指数型债券基金,3922932619.44,2.5424657534247
70,010530.OF,010530,广发中债1-5年国开债指数C,广发基金,"洪志,赵子良",被动指数型债券基金,3922932619.44,2.5424657534247
71,010565.OF,010565,东方恒瑞短债债券A,东方基金,郑雪莹,短期纯债券型基金,562320249.65,2.7890410958904
72,010566.OF,010566,东方恒瑞短债债券B,东方基金,郑雪莹,短期纯债券型基金,562320249.65,2.7890410958904
73,010567.OF,010567,东方恒瑞短债债券C,东方基金,郑雪莹,短期纯债券型基金,562320249.65,2.7890410958904
74,010577.OF,010577,汇安永福90天持有期中短债债券A,汇安基金,黄济宽,短期纯债券型基金,139009940.25,1.3917808219178
75,010578.OF,010578,汇安永福90天持有期中短债债券C,汇安基金,黄济宽,短期纯债券型基金,139009940.25,1.3917808219178
76,010580.OF,010580,长盛稳鑫63个月债券,长盛基金,王贵君,中长期纯债券型基金,8464930870.520001,2.8328767123288
77,010581.OF,010581,中信建投3-5年政金债A,中信建投基金,于智翔,被动指数型债券基金,504369608.35,2.3068493150685
78,010582.OF,010582,中信建投3-5年政金债C,中信建投基金,于智翔,被动指数型债券基金,504369608.35,2.3068493150685
79,010600.OF,010600,光大保德信安瑞一年持有期债券A,光大保德信基金,"沈荣,黄波",混合债券型基金(二级),200276721.69,2.772602739726
80,010601.OF,010601,光大保德信安瑞一年持有期债券C,光大保德信基金,"沈荣,黄波",混合债券型基金(二级),200276721.69,2.772602739726
81,010603.OF,010603,长城中债5-10年国开行债券A,长城基金,张棪,被动指数型债券基金,355603852.8,2.1753424657534
82,010604.OF,010604,长城中债5-10年国开行债券C,长城基金,张棪,被动指数型债券基金,355603852.8,2.1753424657534
83,010607.OF,010607,新沃安鑫87个月定期开放债券,新沃基金,庄磊,中长期纯债券型基金,5104626593.54,2.1780821917808
84,010619.OF,010619,华安添利6个月债券A,华安基金,"陆奔,周益鸣",混合债券型基金(二级),1234061065.74,2.6493150684932
85,010620.OF,010620,华安添利6个月债券C,华安基金,"陆奔,周益鸣",混合债券型基金(二级),1234061065.74,2.6493150684932
86,010621.OF,010621,永赢泰宁63个月定开债,永赢基金,钱布克,中长期纯债券型基金,8370208442.23,2.8301369863014
87,010626.OF,010626,国新国证荣赢63个月定开债券,国新国证基金,"黄诺楠,桑劲乔",中长期纯债券型基金,2150799750.46,2.7506849315068
88,010627.OF,010627,淳厚安心87个月定开债,淳厚基金,"祁洁萍,江文军",中长期纯债券型基金,7881168902.83,2.8438356164384
89,010629.OF,010629,广发可转债债券E,广发基金,吴敌,可转换债券型基金,3727946992.94,2.8794520547945
90,010630.OF,010630,惠升和睿兴利债券A,惠升基金,"沈亚峰,孙庆",混合债券型基金(二级),305002327.17,2.5232876712329
91,010631.OF,010631,惠升和韵66个月定开债券,惠升基金,卓勇,中长期纯债券型基金,6175256455.93,2.7890410958904
92,010632.OF,010632,工银瑞达一年定开纯债债券发起式,工银瑞信,陈桂都,中长期纯债券型基金,2143247143.33,2.5808219178082
93,010633.OF,010633,惠升和睿兴利债券C,惠升基金,"孙庆,沈亚峰",混合债券型基金(二级),305002327.17,2.5232876712329
94,010634.OF,010634,天弘合益A,天弘基金,"潘昱杉,程明",中长期纯债券型基金,4137293301.97,2.8630136986301
95,010635.OF,010635,天弘合益C,天弘基金,"程明,潘昱杉",中长期纯债券型基金,4137293301.97,2.8630136986301
96,010639.OF,010639,上银聚远鑫87个月定开债券,上银基金,葛沁沁,中长期纯债券型基金,8853341665.94,2.8465753424658
97,010651.OF,010651,平安双季增享6个月持有债券A,平安基金,"刘斌斌,张文平,俞瑶",混合债券型基金(二级),1364783283.74,2.7342465753425
98,010652.OF,010652,平安双季增享6个月持有债券C,平安基金,"俞瑶,刘斌斌,张文平",混合债券型基金(二级),1364783283.74,2.7342465753425
